reference	candidate	human_score
(Смех) Обман распространяется и в царстве растений.	(Смех) Теперь обман продолжается по царству растений.	0.5898313082458417
Некоторые компании выступают с предложением новых высокотехничных инструментов, к примеру, наручников с удаленным управлением, которые полиция могла бы использовать вместо более опасных вариантов, таких как перцовые баллончики, резиновые пули и светозвуковые гранаты.	Некоторые компании предлагают новые высокотехнологичные инструменты, такие как дистанционные наручники для полиции, вместо более опасных вариантов, таких как перцовый баллончик, резиновые пули и флэш-гранаты.	0.1720341315717039
Насколько изменятся правила автострахования?	Как мы собираемся обращаться со страховкой?	0.6881365262868154
Они выглядят так, будто замерли в некоем «объятии»,	Они выглядят так, как будто застыли в каком-то объятии.	0.4587576841912102
Итак, чтобы испытать эту сумасшедшую идею, мы разработали небольшой прототип багги автомобиля для проверки осуществимости проекта.	Чтобы проверить эту сумасшедшую идею, мы разработали небольшой прототип багги для дюн, чтобы проверить осуществимость.	0.0
Мы решили попробовать свои силы, потому что подумали: «Эй, а что тут сложного-то?	Мы решили попробовать, потому что подумали: «Эй, как тяжело это может быть?»	0.3176014736708379
Pogba für seinen Teil fühlt sich wohl beim Verein und hat durch die Ankunft von Bruno Fernandes noch einmal Auftrieb erhalten.	Pogba seinerseits fühlt sich im Club wohl und wurde von der Ankunft von Bruno Fernandes beflügelt.	0.8257638315441784
Взаимное закрытие эскалировало напряжение между двумя странами многим вопросам от торговли и промышленного шпионажа до прав человека.	"Закрытие по принципу ""око за око"" еще больше усилило напряженность в отношениях между двумя странами по таким вопросам, как торговля, промышленный шпионаж и права человека."	0.0
Im momentanen Universum können Galaxienhaufen hunderte Teile beinhalten, aber es bleibt in der Astronomie weiterhin ungeklärt, wie sich diese Haufen bilden. Um die Bildung der Haufen zu verstehen, suchen Astronomen nach möglichen Vorläufern im uralten Universum. Ein Proto-Haufen besteht während des frühen Universums aus einem massiven System aus dutzenden Galaxien und wächst später zu einem Haufen.	Im gegenwärtigen Universum können Galaxienhaufen Hunderte von Mitgliedern enthalten, aber wie sich diese Haufen bilden, ist eine große Frage in der Astronomie. Um die Bildung von Clustern zu verstehen, suchen Astronomen nach möglichen Vorfahren im alten Universum. Ein Protokluster ist ein dichtes System von Dutzenden von Galaxien im frühen Universum, die zu einem Cluster wachsen.	0.8450316515276631
«Я очень рад, и все благодаря команде. Без них я не достиг бы такого уровня, не забил бы столько голов.	«Я в восторге, все дело в команде. Без них я бы не был на той позиции, на которой был для забитых мячей, а я отдал немало.	0.3176014736708379
In order to further enlarge and strengthen the dairy industry, Hohhot released the Several Opinions on Building an Upgraded Version of China's Dairy Capital and the Three-Year Action Plan for Promoting the Upgrading of the Dairy Industry (2018-2020), to fulfill the goal of taking the lead to achieve Diary Industry 4.0, the city has implemented the “five major upgrade” plans for the construction of high-quality milk source bases, the connection of the interests of farmers and enterprises, the development of leading hundred-billion-yuan-level enterprises, the cultivation of small and medium-sized enterprises with special characteristics, and the international innovation of the dairy industry.	"In order to further strengthen the dairy industry, Hohhot has issued ""Some Opinions on Building an Upgraded Version of China's Dairy Capital"" and ""Three-Year Action Plan for Promoting the Upgrading of the Dairy Industry (2018-2020)"". Around the goal of taking the lead in achieving dairy manufacturing 4.0, it has implemented the ""Five Upgrading"" plan for the construction of a high-quality milk source base, the linking of the interests of agricultural enterprises, the cultivation of 100 billion-class leading enterprises, the cultivation of clusters of characteristic small and medium-sized enterprises and the innovation of the internationalization of the dairy industry."	0.9232039636663915
Drei Studenten wurden von der Universität formell bestraft, die eigene Ermittlungen aufgrund des Fehlverhaltens der Fußballmannschaft begann.	Drei Studenten wurden formell von der Universität diszipliniert, die eine eigene Untersuchung des Verhaltens der Fußballmannschaft einleitete.	0.8395265648224608
Пэлтроу также предпринимала шаги, чтобы максимально возможно позволить своим детям жить частной жизнью, и следит за тем, чтобы они вели свои аккаунты в социальных сетях приватно.	Пэлтроу также предприняла шаги, чтобы позволить своим детям жить как можно более конфиденциально, и гарантирует, что их учетные записи в социальных сетях будут конфиденциальными.	0.3440682631434077
Из офиса главного министра Дели Арвинда Кеджривала позвонила женщина и предложила помощь.	Женщина из Дели, главный министр Арвинд Кеджривал, позвонила и предложила помощь.	0.37534719615644474
Gehen Sie zum Startbildschirm.	Gehen Sie zu Ihrem Home-Bildschirm.	0.8340214698596202
"Авиакомпании, в том числе British Airways, подвергли критике новые ограничения, назвав их ""очередным ударом"" по британским туристам."	"Авиакомпании, в том числе British Airways, раскритиковали новые меры как ""еще один удар"" по британским отдыхающим."	0.0
Ich verstehe, bitte nennen Sie mir die Software-Version Ihres Lesegeräts	Ich verstehe, sagen Sie mir die Softwareversion des E-Reader?	0.8340214698596202
"To build a globally leading construction machinery industry cluster in Changsha is, in modern terms, to build an ""invincible industry""."	"To build a world-leading construction machinery industry cluster in Changsha is, in current fashionable words, to create ""the strongest surface""."	0.872557118084228
Эйнштейн так же понял — и в этом самая суть — что если поместить во вселенную энергию или массу, это приведет к искривлению пространства, и свободно падающий объект будет огибать, к примеру, Солнце, отклоняясь вдоль естественных кривых в космосе.	Эйнштейн также понял — и в этом суть дела, — что если вы поместите во Вселенную энергию или массу, она искривит пространство, и свободно падающий объект пройдет, скажем, мимо Солнца и отклонится по естественным изгибам пространства.	0.12143585758002622
Министр транспорта оказался среди отдыхающих в Испании, обязанных отправиться на карантин.	Министра транспорта среди отдыхающих Испании отправили на карантин	0.5161023947151115
Ha Noi, Vietnam strives to expand partnerships with Laos	The Vietnamese city of Hanoi strives to expand cooperative relations with various localities in Laos	0.8312689265070191
„Passagiere sollten im Labor mittels eines RT-PCR-Tests durch Entnahme von Sekret aus Mund oder Nase getestet werden. Tests auf Coronaviren werden anerkannt, wenn sie in nationalen Referenzlabors, nationalen Gesundheitslabors oder privaten Laboren durchgeführt werden, die von den zuständigen nationalen Akkreditierungsstellen (nicht unbedingt speziell für COVID-19) akkreditiert sind.	"""Reisende sollten im Labor von RT-PCR getestet werden, indem Sekrete aus Mund oder Nase entnommen werden. Tests auf Coronavirus werden anerkannt, wenn sie in nationalen Referenzlaboratorien, nationalen Gesundheitslabors oder privaten Labors durchgeführt werden, die von den entsprechenden nationalen Akkreditierungsstellen akkreditiert sind (nicht unbedingt speziell für COVID-19)."	0.8340214698596202
In order to protect the ecological environment of the three rivers area and the waters of Qinghai Lake, protect aquatic wildlife, and maintain the biodiversity of the Qinghai Tibet Plateau, Qinghai has issued a notice banning fishing in the key waters of the Yangtze River, the Yellow River, and Qinghai Lake since this year, and established a comprehensive management system of fishing ban of “one river, one river, and one lake”.	In order to protect the ecological environment of the Three River Headwaters and Qinghai Lake waters, protect aquatic wildlife and maintain biodiversity on the Qinghai-Tibet Plateau, Qinghai has recently issued announcements of ban on fishing in key waters of Yangtze River, Yellow River and Qinghai Lake since this year, and has set up a comprehensive management system of “one river, one river and one lake”.	0.9265070189925682
“У нас должны быть возможность действовать быстро и решительно, особенно на местном уровне, или на международном, в отношении Испании или другой страны, когда мы видим, что мы должны принять меры”.	"""Мы должны быть в состоянии принять быстрые, решительные меры, особенно в отношении локальных, или на международном уровне в отношении Испании или конкретной страны, где мы видим, что мы должны принять меры""."	0.0
„Die Gesamtzahl der pakistanischen ausländischen terroristischen Kämpfer in Afghanistan, die eine Bedrohung für beide Länder darstellen, wird auf 6000 bis 6500 geschätzt, von denen die meisten zur TTP gehören“, heißt es in dem Bericht.	"""Die Gesamtzahl der pakistanischen ausländischen Terroristen in Afghanistan, die eine Bedrohung für beide Länder darstellen, wird auf 6.000 bis 6.500 geschätzt, die meisten von ihnen mit TTP"", heißt es in dem Bericht."	0.9909165978530141
"Мы называем его ""назойливый пассажир с заднего сиденья""."	"Мы называем это ""проблемой водителя на заднем сиденье""."""	0.6193228736581338
Я был в ужасе от того, что этот город красочных и живописных закатов будет поглощён мглой.	Меня потрясла возможность того, что этот город ярких и ярких закатов затмевает тусклая дымка.	0.2949156541229209
Established in 2015, Asian American Coalition for Education once made a complaint against Harvard University about admission discrimination, but the US Ministry of Education did not accept the complaint on procedural grounds.	The Asian American Education Coalition was founded in 2015. At that time, it complained about discrimination in admissions at Harvard University, but the U.S. Department of Education rejected it on procedural grounds.	0.8340214698596202
The battery is powerful, works 9 nines between charges, and using it for 4 hours is no problem at all; in all, I feel happy to buy such a quality machine at this price, and I will add review of other functions later.	The battery is also very strong. It should be OK to stand by for 9 hours and use it for 4 hours. In short, I feel very happy to buy a machine of this quality at this price. I will add other functions when I find them later.	0.8340214698596202
“Если люди исполняют закон в отношении карантина и самоизоляции так, как они должны, они не могут подвергаться наказаниям.	«Если кто-то следит за законом в отношении карантина и самоизолирует себя так, как должен быть, он не может наложить на него штрафы».	0.563020794234667
Вот арум, арум макулатум, или же в США – аронник пятнистый.	"А вот арум, arum maculatum, ""лорды и леди"", или ""кукушкин пинт"" в этой стране."	0.5898313082458417
По информации Центров по контролю и профилактике заболеваний, точный источник штамма сальмонеллы не установлен.	По данным CDC, конкретный источник штамма сальмонеллы не был идентифицирован.	0.4128819157720892
Jerry: Du kannst den Anhänger dort nicht parken, dann komme ich nicht an den Müllcontainer!	Jerry: Den Wohnwagen kannst du dort aber nicht parken, dann kann ich nicht zum Müllcontainer ran!	0.8670520231213873
Чтобы восстановить учетную запись в приложении на Android, выполните приведенные ниже действия:	Чтобы восстановить свою учетную запись в приложении для Android, выполните следующие действия:	0.8257638315441784
Мы запускаем тот эффект домино, который определит путь развития ИИ.	Мы привели в действие тот эффект домино, который прокладывает эволюционный путь ИИ.	0.0
У меня по спине побежали мурашки.	Это послало озноб по моей спине.	0.6881365262868154
"""Вы постоянно публикуете доклады о коронавирусе или выдвигаете новые аргументы по Брекзиту."	«Вы всегда публикуете отчеты о коронавирусе или придумываете аргументы по поводу Brexit.	0.4128819157720892
Технологии, основанные на понимании изображений и генерировании языка, превращаются в технологии, которые помогают слабовидящим людям лучше получать доступ к визуальному миру.	Технологии, основанные на понимании изображений и генерировании языка, развиваются в технологию, которая помогает людям с ослабленным зрением лучше получать доступ к визуальному миру.	0.0
Это объяснение пошло Погба на пользу, судя по улучшению его игры и языку тела.	Это уточнение помогло Погбе в последние недели, так как его выступления, а также язык тела улучшились.	0.0
И мясные мухи просто не могут устоять.	А мухи просто не могут удержаться.	0.0
«Пивные банки, банки из-под газировки, консервные банки из прошлого».	"""Пивные банки, банки из-под газировки, банки с церковными ключами от старины""."	0.37534719615644474
Это очень нравится мухам.	Так что мухи это любят.	0.0
Для обнаружения полосы движения на дороге используются две камеры	Мы также используем две камеры для обнаружения полос дороги.	0.0
Сегодня я сосредоточена на технологиях,  которые будут с нами завтра и через 10 лет.	Сегодня я сосредотачиваюсь на технологиях на завтра и через 10 лет.	0.37534719615644474
Примерно в то же время Национальная федерация слепых, или НФС, поставила перед исследовательским комитетом задачу разработать автомобиль, которым может независимо и безопасно управлять слепой.	Примерно в то же время Национальная федерация слепых, или NFB, бросила вызов исследовательскому комитету о том, кто может разработать автомобиль, который позволит слепому человеку безопасно и независимо управлять автомобилем.	0.1423730744041687
Вчера вечером Министерство обороны не ответило на запрос о комментарии.	Минобороны не ответило на запрос о комментариях.	0.5898313082458417
«Трудно смириться с этим, но главной нашей целью была Европа, и мы ее достигли».	«Это сложно принять, но нашей главной целью была Европа, и нам это удалось».	0.0
Набор удлинительных трубок не влияет на качество изображения, поскольку внутри него нет линз.	Набор удлинительных трубок не влияет на качество изображения, поскольку внутри нет оптики.	0.8257638315441784
В богатом северо-восточном регионе, где находится Барселона, ночные клубы обязали закрыться на две недели и ввели полночный комендантский час для баров на территории агломерации Барселоны.	Богатый северо-восточный регион, в котором находится Барселона, приказал закрыть все ночные клубы на две недели и ввести комендантский час в полночь в барах в районе Барселоны.	0.0
Пресс-конференций не было в течение более чем года до ее назначения.	Пресс-секретарь отсутствовал более года до ее назначения.	0.5898313082458417
Наркоман — это не «профессиональный уличный грабитель».	Трещина голова не профессиональный Mugger.	0.9108175061932288
In these observations, scientists were interested in which kind of stress can increase the cortisol level in the body most, the most important of which is the level of stress hormones.	In this observation, scientists are interested in which stress can most increase the level of cortisol, the most important stress Hormon in the body.	0.8257638315441784
и каждая из них, вероятно, содержит в своем ядре супертяжелую черную дыру.	И каждая из них, вероятно, таит в себе сверхмассивную черную дыру.	0.37534719615644474
The authentic Strange Stories in China, a brand new work after the “Foreign Password” series, has the same author and the same leading actors; it extends the unfinished stories of Strange Stories in Thailand and Strange Stories in India!	"Genuine ""China Variations"", a brand new work after ""Exotic Code"", the same author, the same protagonist, continuing the unfinished story of ""Thailand Variations"" and ""India Variations""!"	0.8340214698596202
Распространение огня остановлено, однако ожидается, что специалисты останутся на месте происшествия на ночь, чтобы следить за ситуацией.	Дальнейшее продвижение к пожару было остановлено, но ожидается, что ресурсы останутся на ночь для наблюдения за условиями.	0.485743430320105
The more unequal the society is, the more it leans towards retaining the death penalty.	The more unequal society is, the more inclined it is to retain the death penalty.	0.8340214698596202
И делая это, я закодировала все  возможные виды предубеждений.	И при этом я кодировал все виды предубеждений.	0.5161023947151115
Гвинет Пэлтроу хочет, чтобы дети обладали хорошей «достойной моралью»	"Гвинет Пэлтроу хочет, чтобы у детей была хорошая ""этика ценности"""	0.4128819157720892
Der US-amerikanische Präsident Donald Trump sollte Peter Gaynor am Donnerstag danach zum neuen Leiter der US-amerikanischen Bundesagentur für Katastrophenschutz (FEMA) ernennen, teilte das Weiße Haus mit.	US-Präsident Donald Trump ernannte Peter Gaynor am Donnerstag zum Leiter der Federal Emergency Management Agency (FEMA), teilte das Weiße Haus in einer Erklärung mit.	0.8257638315441784
Но учтите, что около 20 лет назад прозрачность озера составляла 100 футов.	Но, подумайте об этом, около 20 лет назад прозрачность озера была 100 футов.	0.0
"Теперь уже бывший менеджер музыканта, Джон Вулф, по национальности еврей, написал в Твиттере: ""После антисемитских твитов Уайли, мы в @A_ListMGMT полностью порвали с ним. В обществе нет места антисемитизму""."	Ныне бывший менеджер художника Джон Вульф, который является евреем, написал в Twitter: «После антисемитских твитов Уайли сегодня мы в @A_ListMGMT разорвали все связи с ним. В обществе нет места антисемитизму».	0.4128819157720892
What about other countries?	What about other countries?	0.8257638315441784
Я недавно унюхал кого-то, кто им надушился.	Я на самом деле нюхал кого-то с некоторыми на ранее.	0.4128819157720892
Они идут на самые разные хитрости.	И они доходят до всяких трюков.	0.6881365262868154
"Игра португальского плеймейкера стала настоящим откровением для ""Олд Траффорд"", и его появление в команде позволило Погба играть на более глубокой позиции в центре полузащиты, что также улучшило настроение Поля."	Португальский плеймейкер был откровением на «Олд Траффорд», и его прибытие позволило Погбе играть в более глубокой центральной позиции в центре поля, что также улучшило его настроение.	0.47640221050625664
"Отставка обострила политический спор ""Ан-Нахда"" по поводу обвинений Фахфаха в конфликте интересов."	Отставка углубила политический спор с «Ан-Нахдой» по поводу обвинений против «Фахфаха» в конфликте интересов.	0.5898313082458417
Они будут видеть примерно вот это.	И это то, что он будет видеть.	0.0
Так, мы также можем давать рекомендации о том, как управлять машиной.	Таким образом, мы также можем создать инструкции по управлению системой управления автомобилем.	0.6881365262868154
"Как отметил Генеральный инспектор по разведке и безопасности, это является ""отклонением от тенденции других юрисдикций Пяти глаз повышать требования к внешнему подтверждению полномочий""."	Как отметил Генеральный инспектор по разведке и безопасности, это «отходит от тенденции увеличения требований к внешним разрешениям в других юрисдикциях Five Eyes».	0.1876735980782223
Это работа моей группы, так что графика здесь поскромнее.	Это из моей группы — чуть менее гламурное компьютерное моделирование.	0.4587576841912102
Когда вы изменяете вид текста, ваша электронная книга запоминает предпочитаемый размер и стиль, и затем применяет их к другим книгам, которые вы читаете.	Когда вы меняете внешний вид текста, ваш eReader запоминает предпочитаемый размер и стиль и применяет его к другим книгам, которые вы читаете.	0.8257638315441784
По неофициальной информации, в четверг в Индауре представители власти перевернули тележку продавца яиц Параса Райкара.	Тележка Параса Райкара с яйцами была якобы опрокинута в четверг гражданскими чиновниками в Индауре.	0.0
Ein Automechaniker in Sale, Greater Manchester, sagte, dass die Leute schon wüssten, was sie im Park erwartet, und dass er dieses Jahr schon zwei Kunden gehabt habe, die den Pavianen zum Opfer gefallen waren.	Ein Mechaniker in Sale, Greater Manchester, sagte, dass die Leute wissen, was sie im Park erwartet und dass er in diesem Jahr zwei Kunden den Pavianen zum Opfer gefallen ist.	0.8670520231213873
„Es gibt Meldungen, dass 20.000 Patienten gruppenweise Rekonvaleszenzplasma erhielten, doch keiner dieser Patienten wurde randomisiert. Wären diese Patienten Teil einer randomisierten Studie gewesen, hätten wir jetzt eine klarere Antwort auf die Frage der Wirksamkeit von Rekonvaleszenzplasma.	"""Es gab Berichte von 20.000 Patienten, die in einer Kohorte Rekonvaleszenzplasma erhielten, aber keiner dieser Patienten wurde randomisiert. Hätten sie diese Patienten in randomisierte Studien aufgenommen, hätten wir jetzt eine klare Antwort auf die Wirksamkeit von Rekonvaleszenzplasma."""	0.9083402146985963
«Трудно смириться с этим, но главной нашей целью была Европа, и мы ее достигли».	«Это сложно принять, но нашей главной целью была Европа, и нам это удалось».	0.0
Обязательный домашний карантин предусмотрен в Австрии даже при наличии отрицательного анализа ПЦР. Такие же требования уже введены для тех, кто въезжает в Германию. В течение следующих 14 дней въезд в южную часть Румынии без уважительной причины был запрещен. Кроме того, Греция еще сильнее ужесточила ограничительные меры вдоль своих сухопутных границ.	Обязательный домашний карантин в Австрии, несмотря на отрицательный ПЦР-тест. Это уже необходимо для въезжающих в Германию. В течение следующих 14 дней доступ в южную Румынию был запрещен без уважительных причин.	0.0
We have seen that Genki Forest’s LP28 sugar-free yoghurt was shortlisted for the Award of Best Milk Drink; the marketing of “GOGO Wuhan” of Yili AMBROSIAL was shortlisted for the Award of Best Marketing Activity; the packaging jointly designed by Pepsi and the new media of People’s Daily was shortlisted for the Award of Best Packaging Design/Label.	"We saw that Yuanqi Forest's LP28 sugar-free yogurt was shortlisted for the Best Milk Beverage Award, Yilian Muxi's ""GOGO Wuhan"" marketing was shortlisted for the Best Marketing Campaign, and the packaging of PepsiCo and People's Daily New Media was also shortlisted for the Best Packaging Design/ Label Awards."	0.8257638315441784
Некоторые из вас могли видеть какие-то из этих изображений ранее.	Некоторые из вас, возможно, видели некоторые из этих фотографий раньше.	0.0
Эти списки также включают игроков пермьер-лиги Филиппа Коутиньо, Усмана Дембеле, Ивана Рактитича и Самюэля Умтити.	Среди них цели Премьер-лиги - Филиппе Коутинью, Усман Дембеле, Иван Ракитич и Самуэль Умтити.	0.0
Айсберги рождаются, когда они откалываются от глетчерных льдов или отламываются от шельфовых ледников.	Айсберги рождаются, когда отеляются от ледников или отрываются от ледяных шельфов.	0.37534719615644474
Хотя черная дыра и выглядит таковой снаружи, внутри она не темная, так как весь свет проваливается в нее вместе с нами.	Но даже если черная дыра темна снаружи, она не темна внутри, потому что весь свет от галактики может упасть позади нас.	0.5898313082458417
Они испускают поразительный спектр запахов для любых насекомых с обонянием.	Они посылают фантастический аромат любому насекомому, у которого он будет.	0.4128819157720892
Один из них был довольно печально известен в городе, так как у него всегда были проблемы с законом.	Один из них был довольно печально известен в городе за то, что всегда был в беде с законом.	0.9083402146985963
Математика, модели, основополагающие кирпичики  искусственного интеллекта — это то, что мы называем доступом  и с чем работаем.	Математика, модели, основные строительные блоки искусственного интеллекта - это то, что мы называем доступом, и все с чем мы работаем.	0.0
Sarajevo Winter Olympics was held successfully here in 1984, and Beijing 2022 Winter Olympics will open in two months, showing a simple, safe and splendid event to the whole world.	Sarajevo Winter Olympics was held successfully here in 1984, and Beijing Winter Olympics of 2022 will be opened in two months, showing a brief, safe and splendid meeting to the whole world.	0.8340214698596202
Они пьют божественный нектар и становятся липкими.	Они пьют этот чудесный нектар, и тогда все становится немного липкими.	0.37534719615644474
С помощью современных телескопов мы смогли собрать потрясающий немой фильм о Вселенной, охватывающий всю нашу историю вплоть до Большого взрыва.	И со всеми нашими современными телескопами мы смогли собрать этот потрясающий немой фильм о Вселенной - эту серию снимков, которые идут вплоть до Большого взрыва.	0.3440682631434077
Die Aufnahmen schienen zu zeigen, wie der texanische Millionär John Bryan die Zehen und den Fußrücken der Herzogin küsste und lutschte, woraufhin insbesondere Prinz Philip auf die skandalösen Eskapaden seiner Schwiegertochter auf das Heftigste reagiert haben soll.	Die Schnappschüsse zeigten den texanischen Millionär John Bryan, der die Zehen der Herzogin und den Bogen ihres Fußes küsste und saugt, und insbesondere Prinz Philip soll die stärkste Reaktion auf die skandalösen Ameisen ihrer Schwiegertochter gehabt haben.	0.9165978530140381
Alles fließt mit ein.	Alles geht hinein.	0.8340214698596202
Это растение подражает предыдущему.	Так что это растение, которое имитирует первое растение.	0.5161023947151115
O'Brien ist im Hintergrund weinend zu hören, während die Angreiferin sich mit ihren Hunden entfernt.	O'Brien ist im Hintergrund zu hören, als der Angreifer mit ihren Hunden weggeht.	0.9083402146985963
Лисы были на втором месте в декабре и на третьем, когда матчи продолжились после локдауна, но за последние пять игр они заработали всего четыре очка и финишировали в Премьер-лиге на пятом месте.	«Лисы» были вторыми в декабре и третьими, когда футбол возобновился после блокировки, но они набрали всего четыре очка в последних пяти играх и заняли пятое место в Премьер-лиге.	0.17694939247375252
Два года назад пятеро протестующих были убиты во время митингов против поправок к закону о гражданстве.	Пять агитаторов были убиты во время волнений против CAA в Ассаме два года назад.	0.8340214698596202
Кроме того, более старые товары обычно также загружаются.	Кроме того, старые предметы обычно также подвергаются обработке.	0.8753096614368291
Министр по делам эмиграции и египтян-экспатриантов Набила Макрам призвала египетских избирателей за рубежом принять участие в выборах в рамках их конституционного права.	Министр по делам эмиграции и египетских экспатриантов Набила Макрам призвала египетских избирателей за рубежом принять участие в выборах в качестве их конституционного права.	0.0
Die Maßnahmen von Firmen wie Skoda und BMW deuten auf eine mögliche Veränderung der Art und Weise hin, wie Menschen mit ihren Autos interagieren. Hannah Keshishian, Automobilexpertin beim Marktforschungsunternehmen Mintel, sagte CNBC per E-Mail, dass einer der kürzlich erschienenen Berichte hervorgehoben habe, dass fast 40 % der US-Verbraucher, die ein Kfz besitzen, „gerne einen digitalen persönlichen Assistenten in ihrem Fahrzeug einsetzen würden“. Dies, so fügte sie hinzu, „öffnet die Tür zu umfassenderen Möglichkeiten der Anbindung von digitalen Assistenzsystemen in Fahrzeugen“.	Die von Unternehmen wie Skoda und BMW unternommenen Schritte lassen erkennen, dass möglicherweise Menschen demnächst anders mit ihren Fahrzeugen interagieren werden. Eine Automobilexpertin beim Marktfoschungsunternehmen Mintel, Hannah Keshishian, erklärte per E-Mail gegenüber CNBC, ein vor Kurzem veröffentlichter Bericht hätte unterstrichen, dass beinahe 40 Prozent der Verbraucher in den USA, die Besitzer eines Autos sind, „in ihrem Fahrzeug gerne einen digitalen persönlichen Assistenzen nutzen würden“. Sie ergänzte: „Dies ebnet den Weg zu weiterreichenden Anbindungsoptionen in Fahrzeugen für digitale Assistenzsysteme.“	0.8285163748967795
Ранее он был руководителем аппарата Министерства транспорта и также служил в Министерстве социальных дел.	Ранее он был начальником штаба в Министерстве транспорта, а также служил в Министерстве социальных дел.	0.0
Laura Nettle, senior marketing director of Foodbev Media, said, “we are pleased to celebrate the 18th year of the annual world beverage innovation award with Brau beviale”.	Laura Nettle, senior marketing director of FoodBev Media, said: We are very happy to celebrate the 18th year of the annual World Beverage Innovation Award with Brau Beviale.	0.8340214698596202
Моё сердце забилось быстрее, голова закружилась, пытаясь понять то, что открылось передо мной.	Мое сердце бешено билось, голова кружилась, пытаясь понять, что стоит передо мной.	0.3440682631434077
Но в Сиэтле и Портленде массовые выступления продлились гораздо дольше. В какой-то момент протестующие в Сиэтле получили власть над несколькими кварталами на Капитолийском холме и провозгласили там зону самоуправления. После череды перестрелок в этой зоне полиция расчистила ее, и протесты утихли.	Однако в Сиэтле и Портленде наблюдались продолжительные демонстрации. Протестующие в Сиэтле в какой-то момент подали претензии на несколько кварталов района Капитолийского холма и объявили автономную зону. После серии перестрелок полиция расчистила этот район, протесты утихли.	0.0
Из-за своей нацеленности против Трампа, как он сообщил на этой неделе в программе «Такер Карлсон сегодня вечером» на Fox, журналисты пренебрегают сбором новостей политики.	Как он заявил на этой неделе в программе Tucker Carlson Tonight на канале Fo, из-за своей антитрамповской направленности журналисты пренебрегают сбором политических новостей.	0.1795138764226475
Билл Гейтс недоумевает: «Я не понимаю, почему  люди не обеспокоены».	"Билл Гейтс подчеркнул: ""Я не понимаю, почему людей это больше не беспокоит""."	0.3440682631434077
Они испускают поразительный спектр запахов для любых насекомых с обонянием.	Они посылают фантастический аромат любому насекомому, у которого он есть.	0.4128819157720892
Если после этого проблема сохраняется, обратитесь к нам повторно	Если после того, как вы попробовали их, проблема не исчезла, обязательно свяжитесь с нами снова	0.8257638315441784
Хотя черная дыра и выглядит таковой снаружи, внутри она не темная, так как весь свет проваливается в нее вместе с нами.	Но хотя черная дыра темна снаружи, внутри она не темная, потому что весь свет из галактики может падать позади нас.	0.4128819157720892
Никто не знает, кому из пациентов что дали.	Никто не знает, что им было дано.	0.5898313082458417
Но есть ли там другие создания, которые задумываются о нас, и о своем происхождении?	Есть ли другие существа во множестве, которые интересуются нами и своим происхождением?	0.3440682631434077
Der portugiesische Spielmacher war eine Offenbarung im Old Trafford, seine Ankunft ermöglichte es Pogba, eine tiefere Position im Mittelfeld zu spielen, was ebenfalls zur Aufhellung seiner Stimmung beitrug.	Der portugiesische Spielmacher erweist sich als echte Offenbarung in Old Trafford und hat Pogba den Einsatz im tieferen zentralen Mittelfeld ermöglicht, was seine Laune noch weiter verbessert hat.	0.8340214698596202
Растение получает своё - ястребиная моль распространяет пыльцу в другом месте.	Растение что-то получает, а ястребиная моль разносит пыльцу в другое место.	0.37534719615644474
